,Id,Sentiment,Pasangan Calon,Text Tweet,clean_teks
359,360,negative,Ahok-Djarot,"#AhokDjarot, untuk yang menang kerja aja dulu jangan banyak nuntut. Belom belom kok banyak maunya. #Jakarta #tanyakenapa",ahokdjarot menang kerja nuntut bom bom mau jakarta tanyakenapa
360,361,negative,Ahok-Djarot,Enak sih nanti gubernur baru ini tinggal terima rapi #semangat #AhokDjarot,enak sih gubernur tinggal terima rapi semangat ahokdjarot
361,362,negative,Ahok-Djarot,"Bukti #AhokDjarot ..begtiu dicintai warganya,,Namun kalah terhornat karna Kelicikan yang menjijikan dari Lawanya..",bukti ahokdjarot begtiu cinta warganyanamun kalah terhornat kelici jijik lawan
362,363,negative,Ahok-Djarot,"Makin stress! Dipikiran @fadlizon cuma duit, itung : 4000 bunga x Rp 200.000 udah berapa dananya?? Tapi cinta ke #AhokDjarot melebihi materi",stress pikir fadlizon duit hitung bunga x rupiah dana cinta ahokdjarot lebih materi
363,364,negative,Ahok-Djarot,saya sarankan @fadlizon di DPR bikin PANSUS KARANGAN BUNGA atau undang LSM untuk bentuk TIM PENCARI FAKTA KARANGAN BUNGA dari pada jadi gila,saran fadlizon dpr bikin pansus karang bunga undang lsm bentuk tim cari fakta karang bunga gila
364,365,negative,Ahok-Djarot,#karanganbunga #karanganbungaahok #ahokdjarot Karangan Bunga yang Sindir Ahok - Djarot Dirusak http://dlvr.it/P0pJTx,karanganbunga karanganbungaahok ahokdjarot karang bunga sindir ahok djarot rusak
365,366,negative,Ahok-Djarot,seBentar lagi pada komen apa nih Mas ? Settingan ? Pencitraan ? Apa disuruh Ahok lagi ? Hahaha #AhokDjarot,sebentar komen nih mas settingan citra suruh ahok hahaha ahokdjarot
366,367,negative,Ahok-Djarot,Kita gembira atas bunga2 buat #AhokDjarot kaga juga bahas2 soal A&S tapi kenapa yang benci tetep fokus sama #Badja yaaa? Perhatian kalian,gembira bunga ahokdjarot bahas as benci fokus badja yaaa perhati
367,368,negative,Ahok-Djarot,"Para pendukung yang menang pada stres ni ya melihat Kembang ke AhokDjarot, Hati Rakyat tidak bisa dibohongi MENANGLAH KARENA MENANG.",dukung menang stres ni ya kembang ahokdjarot hati rakyat bohong menang menang
368,369,negative,Ahok-Djarot,"Mungkin seperti ini ya rasanya dipaksa putus,lantas dikawin paksa sama bandot bini 5.susah move on-nyah. #pilkadajakarta #AhokDjarot",ya paksa putuslantas kawin paksa bandot bini susah move onnyah pilkadajakarta ahokdjarot
369,370,negative,Ahok-Djarot,"kira kira kalau karangan bunga ahok-djarot nyasar ke rumah anis, orang orang bakal ngomong apa ya? #AhokDjarot #orangkokbisanyinyirbgt	",karang bunga ahokdjarot nyasar rumah anis orang orang ngomong ya ahokdjarot orangkokbisanyinyirbgt
370,371,negative,Ahok-Djarot,Tidak masuk MURI? Mungkin bisa diusulkan masuk @gwr #AhokDjarot #badja #indonesiahebat,masuk muri usul masuk gwr ahokdjarot badja indonesiahebat
371,372,negative,Ahok-Djarot,Wah galon #AdaAQUA nya banyak pak.. Saingan ni ye sama bunganya pak #AhokDjarot,galon adaaqua nya saing ni ye bunga ahokdjarot
372,373,negative,Ahok-Djarot,dalam catatan sejarah dunia baru cuma #AhokDjarot yang kalah kebanjiran bunga #AhokRekorMuri,catat sejarah dunia ahokdjarot kalah banjir bunga ahokrekormuri
373,374,negative,Ahok-Djarot,"Hati hati komentar tentang #AhokDjarot #kalahpilkada, ujung2nya anda dituduh NYINYIR",hati hati komentar ahokdjarot kalahpilkada ujung tuduh nyinyir
374,375,negative,Ahok-Djarot,Tukang karangan bunga yang tidak pilih ahok apa masih terima orderan masa mau buatin bunga buat orang kapir #karanganbungaahok #AhokDjarot,tukang karang bunga pilih ahok terima order buatin bunga orang kapir karanganbungaahok ahokdjarot
375,376,negative,Ahok-Djarot,Jakarta tanpa pak ahok @basuki_btp bagaikan bis tanpa om telolet om...#GombalinAhok #AhokDjarot #AhokForNobel,jakarta ahok basuki btp habis om telolet omgombalinahok ahokdjarot ahokfornobel
376,377,negative,Ahok-Djarot,Yang dilantik Oktober nanti bisa kayak gini gak #AhokDjarot #AhokMandiKembang,lantik oktober ahokdjarot ahokmandikembang
377,378,negative,Ahok-Djarot,Yang menang pilkada itu #AniesSandi yg kebanjiran ucapan selamat dan karangan bunga #AhokDjarot - fenomena alam,menang pilkada aniessandi banjir ucap selamat karang bunga ahokdjarot fenomena alam
378,379,negative,Ahok-Djarot,Kiriman bunga ke #AhokDjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua,kirim bunga ahokdjarot nyinyir juta pingsan
379,380,negative,Ahok-Djarot,#KaranganBungaAhok biarlah mereka menghibur diri...wkkwwkkwk. #AhokDjarot #ahokbali1,karanganbungaahok biar hibur diriwkkwwkkwk ahokdjarot ahokbali
380,381,negative,Ahok-Djarot,Banyak yang mulai SAKIT JIWA karena warga lebih cinta #AhokDjarot. #karanganbungaahok #GombalinAhok Kamis  #LawanSekulerRadikal,sakit jiwa warga cinta ahokdjarot karanganbungaahok gombalinahok kamis lawansekulerradikal
381,382,negative,Ahok-Djarot,#AhokDjarot kalahpun masih juga jadi sasaran kreator hoax,ahokdjarot kalah sasar kreator hoax
382,383,negative,Ahok-Djarot,"Daripada kirim karangan bunga, mending bikin acara bagi bagi sembako #AhokDjarot #kalahpilkada",kirim karang bunga mending bikin acara sembako ahokdjarot kalahpilkada
383,384,negative,Ahok-Djarot,Ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #AhokDjarot,ahok nista agama nista orang aku agama ahokdjarot
384,385,negative,Ahok-Djarot,Yang di dalam balaikota Seperti di Dalam museum di Paris yang mau moto lukisan monalisa... #ahokdjarot #AhokDicintaiRakyat #savejakarta,balaikota museum paris moto lukis monalisa ahokdjarot ahokdicintairakyat savejakarta
385,386,negative,Ahok-Djarot,"Menit ke 1:51 sedih banget huhuhu... IBU itu sama bapaknya nangis, #AhokDjarot #savejakarta",menit sedih banget huhuhu bapak nang ahokdjarot savejakarta
386,387,negative,Ahok-Djarot,Haha.. Kayaknya sebentar lagi ada banyak bunga tandingan nih #AhokDjarot,haha kayak sebentar bunga tanding nih ahokdjarot
387,388,negative,Ahok-Djarot,"saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja Takut bikin macet kalo bapak ikutan ngiri #AhokDjarot",saran biar ngiri nganan takut bikin macet ikut ngiri ahokdjarot
388,389,negative,Ahok-Djarot,"Stress, guberner yang didukung tidak diharapkan sama warga Jakarta... #AhokDjarot #savejakarta",stress guberner dukung harap warga jakarta ahokdjarot savejakarta
389,390,negative,Ahok-Djarot,"Gak murah nih ! , jika Ahok bukan Gubenur kesayangan warga Jakarta, emang siapa mau buang2 duit untuk beginian? #AhokDjarot",murah nih ahok gubenur sayang warga jakarta emang buang duit ahokdjarot
390,391,negative,Ahok-Djarot,"Ya ampun Pak, rasanya kok sesek yah dada ini ngelawan bangsa sendiri..... Apalagi masalahnya issue sara... #AhokDjarot tak terganti",ya ampun sek yah dada ngelawan bangsa issue sara ahokdjarot ganti
391,392,negative,Ahok-Djarot,"Karangan bunga yang dikarang-karang untuk #AhokDjarot, sungguh kegilaan pasca kegilaan tuntutan JPU kasus #AhokPenistaAgama",karang bunga dikarangkarang ahokdjarot sungguh gila pasca gila tuntut jpu ahokpenistaagama
392,393,negative,Ahok-Djarot,Apakah KAFIR itu TIDAK Berlaku lagi JIKA .....???? #ask #AhokDjarot #aniessandimenang,kafir laku ask ahokdjarot aniessandimenang
393,394,negative,Ahok-Djarot,"Untuk pembenci pak basuki >""Benci boleh, goblok jangan""< #AhokDjarot #badja",benci basuki benci goblok ahokdjarot badja
394,395,negative,Ahok-Djarot,Pengamat: Cara yang Digunakan untuk Jungkalkan Ahok-Djarot Mirip Strategi ISIS http://bit.ly/2qd9w4e  #AhokDjarot,amat jungkal ahokdjarot strategi isis ahokdjarot
395,396,negative,Ahok-Djarot,"yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4RI #ahokdjarot",simpatik gin simpatik yak ahokri ahokdjarot
396,397,negative,Ahok-Djarot,"Lambang matinya akal waras di Indonesia, ketika fitnah mengendalikan kita #Ahok #ahoktumbang #pilkadajakarta #AhokDjarot",lambang mati akal waras indonesia fitnah kendali ahok ahoktumbang pilkadajakarta ahokdjarot
397,398,negative,Ahok-Djarot,#AhokDjarot membuktikan bahwa tak selamanya mantan itu digantikan dengan yang lebih baik #mantanterindah #akakakakakk #maapnyampah,ahokdjarot bukti mantan ganti mantanterindah akakakakakk maapnyampah
398,399,negative,Ahok-Djarot,Kajian ini gue liat pake perspektif netral loh ya. Coba lah kalo ngomong dipikir #AhokDjarot,kaji lihat pakai perspektif netral loh ya coba ngomong pikir ahokdjarot
399,400,negative,Ahok-Djarot,Sederhana aja kan? Ya orang yang mempertanyakan soal susah move on berarti cuma yang sok skeptis dan tim kontra Ahok #AhokDjarot,sederhana ya orang susah move on sok skeptis tim kontra ahok ahokdjarot
400,401,negative,Ahok-Djarot,"#DebatFinalPilkadaJKT #AhokDjarot #jakartakerja Debat kok beretorika, program kok berwacana... Yang adil tidak korupsi sajalah",debatfinalpilkadajkt ahokdjarot jakartakerja debat retorika program wacana adil korupsi
401,402,negative,Ahok-Djarot,"Ancam Polisikan, Sutradara Video Rasis Kampanye Ahok-Djarot Minta Bayaran Sesuai Kontrak https://goo.gl/lwg3Ai  #News #AhokDjarot",ancam polisi sutradara video ras kampanye ahokdjarot bayar sesuai kontrak berita ahokdjarot
402,403,negative,Ahok-Djarot,"Di penutup, Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?",tutup paslon minta maaf ahokdjarot laku aniessandi maaf
403,404,negative,Ahok-Djarot,Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja https://www.instagram.com/p/BSyhNL4Fph5/,protes iklan macetmacet streaming ahokdjarot badja
404,405,negative,Ahok-Djarot,Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2,tata jakarta tata katakata debatpilkadadki
405,406,negative,Ahok-Djarot,#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%,pilkadadki pilkada dki ras agam bukti ras china pilih ahok peluk kristen pilih ahok
406,407,negative,Ahok-Djarot,"Lholho ini kenapa pendukung ahok, DP 0% teruntuk kaum dhuafa, situ kan uangnya sudah banyak. <Bomb>  #DP0% #AhokKeok #PilkadaDKI #pilkadadki201",lholho dukung ahok dp untuk kaum dhuafa situ uang bomb dp ahokkeok pilkadadki pilkadadki
407,408,negative,Ahok-Djarot,"dulu #Jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <Broken Heart>  #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK",jakarta pecah belah orang asing jakarta pecah broken heart akucoblosaniessandi pilkadadki pilkadadk
408,409,negative,Ahok-Djarot,Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017,hahaha adil nih bangsa milih nomor cina hah speaknoevil akucoblosaniessandi pilkadadki pilkadadki
409,410,negative,Ahok-Djarot,Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir.  <Fire> <Fire> #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin ,tunjuk orangorang zalim haram pimpin kafir fire fire pilkadadki pilkadadki islamrahmatanlilalamin
410,411,negative,Ahok-Djarot,Jangan sampai allah mengAzab kalian wahai orang2 muslim yang memilih pemimpin kafir <High Voltage> <High Voltage> #pilkadadki2017 #PilkadaDKI,allah azab orang muslim pilih pimpin kafir high voltage high voltage pilkadadki pilkadadki
411,412,negative,Ahok-Djarot,Saya tidak bisa move on sampai sekarang lihatin Ahok + Djarot kalah <Slightly Frowning Face>,move on lihatin ahok djarot kalah slightly frowning muka
412,413,negative,Ahok-Djarot,Masih baper tentang Ahok-Djarot <Disappointed Face>,baper ahokdjarot disappointed muka
413,414,negative,Ahok-Djarot,"Bukan untuk memenangkan Anies-Sandi, tetapi untuk mengalahkan Ahok-Djarot. Tarik kesimpulannya sendiri yep",menang aniessandi kalah ahokdjarot tarik simpul yep
414,415,negative,Ahok-Djarot,"Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id  Suap suara model begini, menghina kecerdasan warga..",sembako murah ala timses ahokdjarot langgar uu milu suap suara model hina cerdas warga
415,416,negative,Ahok-Djarot,Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>,ahokdjarot kalah ya gera tindak paslon gencar keri muka screaming in fear muka screaming in fear
416,417,negative,Ahok-Djarot,Itu yang ngomong jangan pilih Ahok Djarot pernah merasakan banjir tidak sih? <Pouting Face>,ngomong pilih ahok djarot rasa banjir sih pouting muka
417,418,negative,Ahok-Djarot,Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>,bilang ahy cagub fpi anies cagub fpi inti ahoker buta peta politik zippermouth muka
418,419,negative,Ahok-Djarot,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,tolong gubernur kjp anak turun jelang pilkada dki bingung muka
419,420,negative,Ahok-Djarot,KAFIR Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin  <Fire> <Fire>  <Fire> <Fire>,kafir haram pimpin kafir pilkadadki pilkadadki islamrahmatanlilalamin fire fire fire fire
420,421,negative,Ahok-Djarot,#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1  #AhokDjarot #PilkadaDki2017,djarot kan kronologi usir sholat jumat ahokdjarot pilkadadki
421,422,negative,Ahok-Djarot,Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com,awas serbu warga wahabi bogor depok jakartaberaswaja sjpkb pilgubdki jakartapunyasemua kpudki
422,423,negative,Ahok-Djarot,"Dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih",pecat menteri gubernur nomor pilihahok ahokdjarotdirosi ahok ahokdjarot jangansalahpilih
423,424,negative,Ahok-Djarot,Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,kuota aagym habis ikut berita warta mui mata indonesia pilkadadki aniessandi voteahok ahokdjarot
424,425,negative,Ahok-Djarot,@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <See-No-Evil Monkey>  @ojkindonesia,bank dki ikut moneypolitic menang ahokdjarot seenoevil monyet ojkindonesia
425,426,negative,Ahok-Djarot,Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja,bete m taufik pilih ahokdjarot kak soooo pastiiii muka with steam nose muka with steam nose muka with tears of joy smiling muka with open mouth smiling eyes muka with tears of joy grining muka with smile eye victory hand jangantakutpilih pilihbadja
426,427,negative,Ahok-Djarot,#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik?  <Weary Face>  <Weary Face>,ahokdjarot anti korupkinerja kerja nyata bersih tata ruang kota jakartamakin weary muka weary muka
427,428,negative,Ahok-Djarot,"Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot",bagai survei debat menang paslon nomor nih aniesbaswedan ahokdjarot
428,429,negative,Ahok-Djarot,Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot,pilih paslon nomor gagal jalan tugas leceh akal sehat ahokdjarot
429,430,negative,Ahok-Djarot,"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok",dadak santun toleran zippermouth muka zippermouth muka zippermouth muka gara tanggal april muka with tears of joy muka with tears of joy muka with tears of joy indonesia metro tv voteahok ahokdjarot ahok
430,431,negative,Ahok-Djarot,@aniesbaswedan kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja @nu_online #ahokdjarot #pilkadaDKI @MataNajwa,aniesbaswedan kemarin bilang tuju syariah indonesia badja nu online ahokdjarot pilkadadki matanajwa
431,432,negative,Ahok-Djarot,#TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah @LintangChrezL @Hit_DX @ChajanJr @arifinp76,tolakjakartabersyariah tolakjakartabersyariah tolakjakartabersyariah tolakjakartabersyariah lintangchrezl hit dx chajanjr arifinp
432,433,negative,Ahok-Djarot,"apa yang kamu mau perangi kalau faktanya benar, yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat",rang fakta ikut caci maki indonesia bubarkanfpi badja ahokdjarot mat
433,434,negative,Ahok-Djarot,Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI  <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>,rizieq ikut ternak akun disosmed heran akun twitter serbu pasu caci maki grining muka with smile eye muka screaming in fear muka screaming in fear
434,435,negative,Ahok-Djarot,Wasekjen MUI Nilai Video Kampanye Ahok-Djarot Suduntukan Umat Islam https://goo.gl/vrIZIy  #News #AhokDjarot,wasekjen mui nilai video kampanye ahokdjarot suduntukan umat islam berita ahokdjarot
435,436,negative,Ahok-Djarot,"Kasih Iming-iming KJL kepada Orangtua, Ahok-Djarot Diminta Jangan Menipu Lansia https://goo.gl/L2e0Wn  #News #AhokDjarot",kasih imingiming kjl orangtua ahokdjarot tipu usia berita ahokdjarot
436,437,negative,Ahok-Djarot,Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>,berfikir coblos belah kiri ahokdjarot muka with stuckout tounges muka with stuckout tounges victory hand
437,438,negative,Ahok-Djarot,Video Kampanye Ahok-Djarot Telah Hancurkan Kebhinekaan https://goo.gl/ZrUI0G  #News #AhokDjarot,video kampanye ahokdjarot hancur kebhinekaan berita ahokdjarot
438,439,negative,Ahok-Djarot,SAAT ALIEN MENYERANG INDONESIA http://www.triandry.com #pertempuranakhirjawarajkt #deklarasippp #rompiskasmaran #ahokdjarot #aniessandi,alien serang indonesia pertempuranakhirjawarajkt deklarasippp rompiskasmaran ahokdjarot aniessandi
439,440,negative,Ahok-Djarot,Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>,lulung nyampah timses anies sandi gara gara takut kena semprot ahok muka with tears of joy ahokdjarot muka with stuckout tounges
440,441,negative,Ahok-Djarot,@KataAhok #ahok #Ahokdjarot @AhokDjarot  @TetapAhokDjarot  #3ya3 memang pilpres sabang sampai merauke? https://youtu.be lewat @YouTube,kataahok ahok ahokdjarot ahokdjarot tetapahokdjarot ya pilpres sabang merauke youtube
441,442,negative,Ahok-Djarot,"Mentang mentang nama belakangnya sama, mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI",mentang mentang nama belakang ambil untung novel iya anies ahokdjarot pilgubdki
442,443,negative,Ahok-Djarot,#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.,ahokdjarot cari orang pintar buanyak jakarta cari orang jujur anti korupsi suka kerasitu sulit
